chromosome	ID_locus1	ID_locus2	interaction_status	distance
chr6	HIST1H2AA	chr6_25775743	stable	49277
chr6	KLHL31	chr6_53578625	stable	48531
chr6	ELOVL2	chr6_11100012	stable	57210
chr6	U6.199	chr6_111564465	stable	152484
chr6	DEFB110	chr6_50030482	stable	44156
chr6	LEMD2	chr6_34166555	stable	420202
chr6	F13A1	chr6_6476698	stable	158088
chr6	SH3BGRL2	chr6_80515518	stable	174773
chr6	NRN1	chr6_6124150	stable	128570
chr6	PKHD1	chr6_52135662	stable	192547
chr6	U8.20	chr6_155560229	stable	345527
chr6	UBR2	MRPL2	stable	493270
chr6	KLC4	chr6_43064728	stable	61564
chr6	COL19A1	chr6_70671225	stable	95679
chr6	ZSCAN9	chr6_28251599	stable	59037
chr6	HIST1H4G	chr6_26292692	stable	48325
chr6	STX11	chr6_144744287	stable	278688
chr6	ZKSCAN4	chr6_28251569	stable	31286
chr6	SRSF12	chr6_89927479	stable	109152
chr6	MNF1	chr6_34111339	stable	432230
chr6	TCTE3	chr6_170203316	stable	55061
chr6	TMEM242	chr6_157912831	stable	169321
chr6	PRSS16	ZNF184	stable	222829
chr6	snoU13.312	RMND1	stable	113249
chr6	RNU1-11P	chr6_13266862	stable	55589
chr6	TREML1	chr6_41182428	stable	66540
chr6	HS3ST5	chr6_114717953	stable	56835
chr6	GUCA1B	chr6_42587642	stable	429022
chr6	UBE3D	chr6_83927217	stable	152001
chr6	BET3L	chr6_116906475	stable	47131
chr6	PRICKLE4	chr6_42047232	stable	300706
chr6	ADAT2	chr6_143851880	stable	84999
chr6	SLC17A3	chr6_25954154	stable	72809
chr6	ADTRP	chr6_11940321	stable	135741
chr6	ZFAND3	chr6_37984333	stable	217199
chr6	RPL7L1	chr6_42997901	stable	156762
chr6	GUCA1B	chr6_42540715	stable	382095
chr6	MIR4464	chr6_91139444	stable	120217
chr6	MIR4464	chr6_91153555	stable	134328
chr6	PPARD	chr6_35535780	stable	226151
chr6	TAF11	chr6_34957454	stable	104235
chr6	SGK1	chr6_134835117	stable	199535
chr6	GPR126	chr6_142763601	stable	143702
chr6	U6.633	chr6_111495892	stable	167269
chr6	TCP11	chr6_35192904	stable	77568
chr6	MIR2113	chr6_98546956	stable	82624
chr6	SLC22A7	ZNF318	stable	85692
chr6	ZKSCAN4	chr6_28335051	stable	114768
chr6	HIST1H4H	chr6_26544149	stable	259089
chr6	PRDM1	chr6_106678146	stable	146222
chr6	TDRD6	chr6_46733491	stable	78729
chr6	RIOK1	chr6_7614709	stable	225303
chr6	GPR111	chr6_47719879	stable	98627
chr6	RNGTT	SRSF12	stable	146329
chr6	BCKDHB	chr6_80879392	stable	63487
chr6	GJB7	chr6_88096562	stable	58361
chr6	SAMD3	chr6_130951480	stable	272004
chr6	MAP7	chr6_136937038	stable	68441
chr6	STX11	chr6_144699437	stable	233838
chr6	ACAT2	chr6_160381277	stable	200225
chr6	POM121L2	chr6_27339610	stable	68927
chr6	DLL1	chr6_170714364	stable	118111
chr6	PRSS16	chr6_27651957	stable	437983
chr6	CUL9	chr6_43359831	stable	216447
chr6	UBE3D	chr6_83785628	stable	10412
chr6	snoU13.93	chr6_34799364	stable	146672
chr6	ALDH5A1	chr6_24728022	stable	233816
chr6	HIST1H3G	chr6_26475721	stable	204679
chr6	PRDM13	chr6_100128676	stable	78736
chr6	U6.148	U6.633	stable	288962
chr6	MRPS18A	chr6_44069672	stable	414941
chr6	FRMD1	chr6_168589566	stable	119203
chr6	ZNF318	chr6_43427930	stable	94488
chr6	ZFAND3	chr6_38033870	stable	266736
chr6	U6.166	chr6_18451451	stable	148019
chr6	TBX18	chr6_85520845	stable	48263
chr6	HIST1H1A	HIST1H2BO	stable	1844353
chr6	Z85986.1	chr6_36613912	stable	136642
chr6	LTV1	chr6_144272668	stable	113502
chr6	PHACTR2	chr6_144071575	stable	215216
chr6	FAM135A	chr6_71172276	stable	50035
chr6	FAM46A	chr6_82524140	stable	63957
chr6	MEP1A	chr6_46859018	stable	101190
chr6	OARD1	chr6_41212437	stable	147987
chr6	MDGA1	chr6_37956330	stable	300450
chr6	ESR1	chr6_152420636	stable	442893
chr6	PNISR	chr6_100026911	stable	154287
chr6	PRDM1	chr6_106748072	stable	216148
chr6	SERPINB9	chr6_3016707	stable	116036
chr6	SRSF12	chr6_89886316	stable	67989
chr6	U3.5	chr6_28001004	stable	20978
chr6	SNORA8.4	chr6_38828616	stable	48502
chr6	SYNE1-AS1	chr6_152740411	stable	39149
chr6	POU3F2	chr6_99409194	stable	131081
chr6	CD2AP	chr6_47526428	stable	81672
chr6	KHDC1	chr6_74120164	stable	100923
chr6	HIST1H4H	U6.1059	stable	63543
chr6	CEP85L	chr6_119195668	stable	168053
chr6	HIST1H2BF	BTN3A2	stable	163963
chr6	FOXQ1	chr6_1335238	stable	31709
chr6	SNRNP48	TXNDC5	stable	310707
chr6	HIST1H2AD	chr6_27144207	stable	947321
chr6	HIST1H4D	chr6_26552775	stable	365453
chr6	RSPO3	chr6_127510636	stable	73504
chr6	DLL1	chr6_170682784	stable	86531
chr6	TCTE3	chr6_170198726	stable	50471
chr6	SLC35A1	chr6_88283463	stable	108394
chr6	TMEM244	chr6_130324602	stable	143008
chr6	U6.264	chr6_15444885	stable	120275
chr6	TBC1D7	GFOD1	stable	161336
chr6	CDKN1A	chr6_36755018	stable	115145
chr6	DLL1	chr6_170685374	stable	89121
chr6	DACT2	chr6_168755079	stable	39924
chr6	FRMD1	chr6_168617653	stable	147290
chr6	SAMD3	chr6_130755742	stable	76266
chr6	SLC35A1	chr6_88265510	stable	90441
chr6	RAB44	chr6_36820848	stable	133651
chr6	FBXO30	chr6_146284069	stable	148707
chr6	HIST1H4H	HIST1H4J	stable	1505906
chr6	BAG2	chr6_57186744	stable	151915
chr6	GSTA3	chr6_52933337	stable	162724
chr6	RNU7	chr6_27892496	stable	27572
chr6	HIST1H1B	chr6_27866195	stable	31844
chr6	SLC22A2	chr6_160799440	stable	103412
chr6	SAMD3	chr6_130871798	stable	192322
chr6	HIST1H3G	BTN1A1	stable	226795
chr6	ERVFRD-1	chr6_11143509	stable	37201
chr6	HBS1L	MYB-AS1	stable	91018
chr6	SLC2A12	chr6_134418904	stable	47816
chr6	MCM3	chr6_52483390	stable	333725
chr6	SNORA8.1	chr6_42215509	stable	415951
chr6	U6.490	chr6_14740772	stable	100366
chr6	ACAT2	chr6_160373599	stable	192547
chr6	AGPAT4	chr6_161741049	stable	47007
chr6	U1.36	chr6_76238758	stable	59610
chr6	MED20	chr6_42056860	stable	172516
chr6	PHACTR1	chr6_12798469	stable	81183
chr6	CNPY3	DNPH1	stable	298754
chr6	snoU13.152	IYD	stable	200913
chr6	BMP6	chr6_8221302	stable	495245
chr6	RNU4-70P	chr6_97150120	stable	52656
chr6	U6.490	chr6_14860063	stable	219657
chr6	MIR4465	chr6_141005600	stable	7945
chr6	HSF2	chr6_122748932	stable	29612
chr6	TPMT	chr6_18230360	stable	75784
chr6	KLHL32	chr6_97511994	stable	144964
chr6	POU3F2	chr6_99366676	stable	88563
chr6	MIR1275	chr6_34064929	stable	100225
chr6	HS3ST5	chr6_114718698	stable	57580
chr6	PNISR	chr6_100196475	stable	323851
chr6	ANKRD6	chr6_90212284	stable	70185
chr6	LEMD2	chr6_34304740	stable	558387
chr6	FRMD1	chr6_168570290	stable	99927
chr6	CDYL	chr6_4762212	stable	59888
chr6	SAMD3	chr6_130878129	stable	198653
chr6	GRM1	chr6_146391627	stable	43578
chr6	U6.469	chr6_17799901	stable	187749
chr6	HSF2	chr6_122838008	stable	118688
chr6	PNLDC1	chr6_160339161	stable	122067
chr6	MIR3691	chr6_5417378	stable	269989
chr6	MIR4644	chr6_170676141	stable	48942
chr6	WRNIP1	chr6_3033763	stable	276578
chr6	TULP1	chr6_35538250	stable	60443
chr6	TMEM244	chr6_130259830	stable	78236
chr6	snoU13.83	chr6_74326727	stable	226742
chr6	U6.458	chr6_139213320	stable	34943
chr6	STX11	chr6_144610710	stable	145111
chr6	NHLRC1	chr6_18193088	stable	70876
chr6	TCP1	chr6_160339335	stable	130738
chr6	EFHC1	chr6_52428715	stable	148637
chr6	PNLDC1	chr6_160340377	stable	123283
chr6	OARD1	chr6_41232903	stable	168453
chr6	PNRC1	chr6_89844650	stable	55527
chr6	SH3BGRL2	chr6_80520778	stable	180033
chr6	U3.44	chr6_42528611	stable	158560
chr6	TXLNB	chr6_139656794	stable	48465
chr6	HIST1H4F	chr6_26307287	stable	68546
chr6	TBX18	chr6_85533356	stable	60774
chr6	SAMD3	chr6_131076824	stable	397348
chr6	TDRG1	chr6_40382471	stable	82041
chr6	MAS1	chr6_160431530	stable	118999
chr6	PRR18	chr6_167079195	stable	363300
chr6	ZNF451	chr6_57024225	stable	73406
chr6	SMLR1	chr6_131186084	stable	46775
chr6	SLC22A2	chr6_160740393	stable	44365
chr6	GJB7	chr6_88121238	stable	83037
chr6	CUL7	POLR1C	stable	455631
chr6	LTV1	chr6_144265233	stable	106067
chr6	ATG5	chr6_106895885	stable	127445
chr6	FRS3	chr6_41851492	stable	98707
chr6	ID4	chr6_19896207	stable	59313
chr6	MIR4644	chr6_170761124	stable	133925
chr6	RTN4IP1	chr6_107355180	stable	278762
chr6	AMD1	chr6_111308744	stable	115906
chr6	U6.490	chr6_14885756	stable	245350
chr6	LTV1	chr6_144261217	stable	102051
chr6	PAK1IP1	chr6_10719209	stable	35003
chr6	ME1	chr6_84169325	stable	32171
chr6	MLN	chr6_34028486	stable	264530
chr6	CCDC167	chr6_37587686	stable	120578
chr6	CUL9	chr6_43285261	stable	141877
chr6	ADAT2	chr6_143804112	stable	37231
chr6	ZFAND3	chr6_38019994	stable	252860
chr6	SNORA29	chr6_160276584	stable	71557
chr6	E2F3	chr6_20494386	stable	93458
chr6	SIM1	chr6_101002543	stable	89864
chr6	OSTM1	chr6_108837494	stable	353855
chr6	U8.20	chr6_155437908	stable	223206
chr6	HIST1H1E	chr6_26292692	stable	151997
chr6	GCNT2	chr6_10542247	stable	53435
chr6	KCNQ5	chr6_73649840	stable	319092
chr6	TEAD3	chr6_35732646	stable	287353
chr6	MTCH1	chr6_37154499	stable	202112
chr6	ZKSCAN8	U2.51	stable	267706
chr6	U1.51	chr6_11600868	stable	100645
chr6	U3.5	chr6_28018718	stable	38692
chr6	ADAT2	chr6_143807376	stable	40495
chr6	KHDC1	chr6_74076045	stable	56804
chr6	TREML1	TREML4	stable	75669
chr6	EFHC1	chr6_52353417	stable	73339
chr6	MLIP	chr6_53860796	stable	66918
chr6	PHACTR2	chr6_143959148	stable	102789
chr6	BCKDHB	chr6_80957883	stable	141978
chr6	OSTM1	chr6_108573332	stable	89693
chr6	GPR115	chr6_47702172	stable	48646
chr6	CLIC5	chr6_46224587	stable	177028
chr6	IRAK1BP1	chr6_79659297	stable	85588
chr6	IRAK1BP1	chr6_79667369	stable	93660
chr6	MBOAT1	chr6_20531428	stable	320852
chr6	AGPAT4	chr6_161803761	stable	109719
chr6	RNF8	chr6_37590509	stable	279975
chr6	PGC	chr6_41876034	stable	158843
chr6	Z99129.1	chr6_122937828	stable	64549
chr6	ERVFRD-1	chr6_11496849	stable	390541
chr6	U6.110	chr6_56891039	stable	83070
chr6	MIR5685	chr6_53183581	stable	42366
chr6	CMAHP	chr6_25611532	stable	396722
chr6	RSPO3	chr6_127499414	stable	62282
chr6	ARID1B	chr6_157308897	stable	213534
chr6	snoU13.45	FTSJD2	stable	184386
chr6	GJA10	chr6_91178699	stable	575455
chr6	CD164	chr6_109815969	stable	117042
chr6	APOBEC2	chr6_41061988	stable	47187
chr6	GJA1	chr6_121803226	stable	46431
chr6	CEP85L	chr6_119234525	stable	206910
chr6	MBOAT1	chr6_20302513	stable	91937
chr6	BAK1	chr6_33733252	stable	190637
chr6	SGK1	chr6_134884351	stable	248769
chr6	ARHGAP18	chr6_130088735	stable	62317
chr6	U8.20	chr6_155371788	stable	157086
chr6	PERP	chr6_138771562	stable	347915
chr6	FILIP1	chr6_76274052	stable	70783
chr6	PRSS16	chr6_27477682	stable	263708
chr6	SLC35F1	chr6_118296559	stable	70862
chr6	U2.51	chr6_28443959	stable	67282
chr6	SNORD112.27	chr6_137895555	stable	34566
chr6	SLC16A10	chr6_111534648	stable	136683
chr6	MIR3691	chr6_5323068	stable	175679
chr6	UNC5CL	chr6_41071513	stable	76855
chr6	PEX6	CUL9	stable	204800
chr6	HIST1H2BL	chr6_27866069	stable	95694
chr6	ZBTB24	chr6_110023581	stable	229147
chr6	OARD1	TREML2	stable	91455
chr6	PEX6	chr6_43068867	stable	130283
chr6	snoU13.45	chr6_37326168	stable	112124
chr6	VGLL2	chr6_117648306	stable	68624
chr6	FAM50B	PRPF4B	stable	173708
chr6	AARS2	chr6_44387696	stable	108246
chr6	RCAN2	chr6_46507414	stable	50932
chr6	ENPP5	chr6_46202024	stable	63989
chr6	U6.166	chr6_18377417	stable	73985
chr6	OSTM1	chr6_108641556	stable	157917
chr6	ZDHHC14	chr6_158012002	stable	211094
chr6	U6.199	chr6_111457417	stable	45436
chr6	SNORA70.8	chr6_82528119	stable	54689
chr6	HIST1H1T	HIST1H4I	stable	998428
chr6	U6.1002	chr6_76385216	stable	85373
chr6	MIR3918	chr6_159380073	stable	194978
chr6	ZBTB2	chr6_152602240	stable	892228
chr6	TCTE3	chr6_170613929	stable	465674
chr6	PPARD	chr6_35691185	stable	381556
chr6	KHDC1	chr6_74122019	stable	102778
chr6	CDYL	chr6_4781350	stable	79026
chr6	ADTRP	chr6_11875806	stable	71226
chr6	U6.490	chr6_14841014	stable	200608
chr6	PSMG4	chr6_3333861	stable	106847
chr6	TBC1D7	chr6_13370420	stable	44985
chr6	PLAGL1	STX11	stable	84468
chr6	DYNLT1	chr6_159229570	stable	165838
chr6	WDR27	chr6_170165167	stable	68746
chr6	EFHC1	chr6_52447183	stable	167105
chr6	SLC17A1	chr6_25957379	stable	125959
chr6	TRAM2	chr6_52488669	stable	48007
chr6	HBS1L	chr6_135476854	stable	54301
chr6	SPACA1	chr6_88812663	stable	66233
chr6	ETV7	chr6_36436178	stable	81572
chr6	PHF3	chr6_64444289	stable	99602
chr6	JARID2	chr6_15331033	stable	86842
chr6	HIST1H3G	HIST1H4L	stable	1569340
chr6	TEAD3	chr6_35640362	stable	195069
chr6	FOXP4	chr6_41560113	stable	59224
chr6	SLC22A7	chr6_43453428	stable	205678
chr6	HIST1H1A	chr6_26217489	stable	200807
chr6	HIST1H1T	chr6_26261130	stable	153140
chr6	FGD2	chr6_37262449	stable	293891
chr6	PM20D2	chr6_90086215	stable	231382
chr6	PBOV1	chr6_138698519	stable	161007
chr6	BLOC1S5-TXNDC5	chr6_8116877	stable	59168
chr6	NDUFAF4	chr6_97422173	stable	83048
chr6	TMEM244	chr6_130384836	stable	203242
chr6	SGK1	chr6_134930860	stable	295278
chr6	ARID1B	chr6_157218685	stable	123322
chr6	SNORD28.1	chr6_156844380	stable	145111
chr6	SRSF3	CDKN1A	stable	79442
chr6	SMLR1	chr6_131177369	stable	38060
chr6	GCLC	chr6_53555159	stable	73418
chr6	HIST1H2BK	chr6_27217481	stable	104034
chr6	BPHL	chr6_3191012	stable	79576
chr6	SIM1	chr6_101041687	stable	129008
chr6	snoU13.453	chr6_4112173	stable	36154
chr6	ADGB	chr6_147003493	stable	85524
chr6	DLK2	chr6_43587468	stable	165571
chr6	RMND1	chr6_152488825	stable	722026
chr6	STX11	chr6_144807464	stable	341865
chr6	CAP2	chr6_17480280	stable	89212
chr6	TBC1D7	chr6_13411197	stable	85762
chr6	STX7	chr6_132900001	stable	69040
chr6	ZNF165	chr6_28350057	stable	305956
chr6	MAS1	chr6_160452186	stable	139655
chr6	LYRM4	chr6_5340105	stable	79781
chr6	HIST1H1A	chr6_26264957	stable	248275
chr6	MRPS18A	chr6_44031357	stable	376626
chr6	SLC17A4	chr6_25878522	stable	125281
chr6	CDYL	chr6_4828907	stable	126583
chr6	SLC22A7	chr6_43339914	stable	92164
chr6	SAMD3	chr6_131004907	stable	325431
chr6	SYNJ2	chr6_158515788	stable	114312
chr6	RIOK1	chr6_7450537	stable	61131
chr6	SLC22A3	chr6_160794786	stable	31602
chr6	TFAP2D	chr6_50722762	stable	41568
chr6	ZSCAN16	chr6_28156062	stable	63736
chr6	GMPR	chr6_16292831	stable	56097
chr6	SIRT5	MCUR1	stable	240232
chr6	BACH2	chr6_91139444	stable	134101
chr6	GOPC	chr6_117999812	stable	76492
chr6	MIR5689	chr6_10542247	stable	102609
chr6	RNU4ATAC18P	chr6_160152951	stable	21290
chr6	LCA5	chr6_80434358	stable	190034
chr6	HIST1H2BL	chr6_27845140	stable	74765
chr6	UST	chr6_149279882	stable	218527
chr6	RNF182	chr6_14064306	stable	139698
chr6	BTBD9-AS1	chr6_38565355	stable	117355
chr6	snoU13.79	chr6_18516390	stable	116947
chr6	snoU13.451	chr6_157781075	stable	69847
chr6	PRSS16	chr6_27511619	stable	297645
chr6	IL17F	chr6_52474654	stable	367217
chr6	DDO	chr6_110872276	stable	132244
chr6	HEBP2	chr6_138769552	stable	59759
chr6	PHACTR2	chr6_144017918	stable	161559
chr6	SERAC1	chr6_158609229	stable	21783
chr6	NQO2	chr6_3132529	stable	144907
chr6	HIST1H2AD	chr6_26471321	stable	274435
chr6	HIST1H2AD	chr6_27097292	stable	900406
chr6	SGK1	chr6_134781405	stable	145823
chr6	ZNF76	chr6_35543162	stable	324883
chr6	SMPDL3A	chr6_123167903	stable	58942
chr6	DPPA5	chr6_74202227	stable	139261
chr6	KIF13A	chr6_18068472	stable	85750
chr6	SNORA67.4	chr6_11762268	stable	52617
chr6	FRS3	chr6_41928664	stable	175879
chr6	ZNF184	HIST1H4L	stable	403579
chr6	PDSS2	chr6_107822176	stable	43984
chr6	RNASET2	chr6_167450959	stable	83482
chr6	HIST1H4D	HIST1H1B	stable	1647029
chr6	CUL7	chr6_43349204	stable	330604
chr6	snoU13.368	chr6_34799364	stable	158385
chr6	SUPT3H	chr6_45439805	stable	100840
chr6	SERPINB6	chr6_3020906	stable	59480
chr6	BTN2A2	chr6_26475721	stable	95228
chr6	VEGFA	chr6_44061527	stable	329942
chr6	TREML2	chr6_41182428	stable	26523
chr6	TCTE3	chr6_170618056	stable	469801
chr6	U6.148	chr6_111102422	stable	62761
chr6	PGK2	chr6_49844906	stable	92555
chr6	U3.45	chr6_76154408	stable	47919
chr6	UBR2	chr6_42623961	stable	92877
chr6	TCTE1	chr6_44324807	stable	59842
chr6	MIR4639	chr6_16205579	stable	71041
chr6	SRF	ABCC10	stable	258359
chr6	RNF182	chr6_14093938	stable	169330
chr6	RIOK1	chr6_7574527	stable	185121
chr6	U6.458	chr6_139216838	stable	38461
chr6	MIR3145	chr6_138897040	stable	145998
chr6	PSMG4	chr6_3330934	stable	103920
chr6	HTR1B	chr6_78276217	stable	105651
chr6	snoU13.169	chr6_134632181	stable	109223
chr6	HIST1H3G	chr6_26585900	stable	314858
chr6	DPPA5	chr6_74157071	stable	94105
chr6	SNORA73.3	chr6_89453840	stable	32976
chr6	SLC22A2	chr6_160734443	stable	38415
chr6	MIR5683	chr6_6247039	stable	80363
chr6	TEAD3	chr6_35597692	stable	152399
chr6	ZNF292	chr6_87946990	stable	93823
chr6	MTCH1	chr6_37202940	stable	250553
chr6	KLC4	chr6_43184502	stable	181338
chr6	DACT2	chr6_168764371	stable	49216
chr6	HIST1H2AD	chr6_26331308	stable	134422
chr6	AHI1	chr6_136238944	stable	420777
chr6	PERP	chr6_138856185	stable	432538
chr6	MIR4464	chr6_91212384	stable	193157
chr6	SUPT3H	chr6_45467205	stable	128240
chr6	HIST1H2BO	ZKSCAN8	stable	247936
chr6	ZNF165	chr6_28370422	stable	326321
chr6	BEND3	chr6_107503868	stable	68957
chr6	PPARD	chr6_35588743	stable	279114
chr6	HIST1H4G	chr6_26563905	stable	319538
chr6	PPIL1	chr6_36874079	stable	33193
chr6	SLC17A3	chr6_25987413	stable	106068
chr6	U8.20	chr6_155466823	stable	252121
chr6	SMOC2	chr6_168909986	stable	74402
chr6	MBOAT1	chr6_20290823	stable	80247
chr6	GLP1R	SAYSD1	stable	66243
chr6	BRPF3	chr6_36250289	stable	86781
chr6	ASF1A	chr6_119394143	stable	179832
chr6	SERPINB1	chr6_2876599	stable	35697
chr6	snoU13.433	chr6_7244828	stable	206379
chr6	PERP	chr6_138894683	stable	471036
chr6	ZKSCAN8	chr6_28201775	stable	92804
chr6	SNHG5	chr6_86455567	stable	67273
chr6	AHI1	chr6_136140088	stable	321921
chr6	AIM1	chr6_107060287	stable	107835
chr6	SNORA8.1	chr6_42216841	stable	417283
chr6	RSPH4A	ZUFSP	stable	55838
chr6	SOD2	chr6_160262880	stable	80600
chr6	HDGFL1	chr6_22633147	stable	68381
chr6	RAB44	chr6_36830259	stable	143062
chr6	CNPY3	chr6_43051359	stable	154820
chr6	RNASET2	chr6_167428091	stable	60614
chr6	PEX6	chr6_43156746	stable	218162
chr6	SLC17A4	chr6_25854098	stable	100857
chr6	RRAGD	chr6_90376838	stable	256361
chr6	SGK1	chr6_134696350	stable	60768
chr6	SNORA70.8	chr6_82505937	stable	32507
chr6	MLIP	chr6_53875506	stable	81628
chr6	ZNF165	chr6_28189642	stable	145541
chr6	RIOK1	chr6_7625128	stable	235722
chr6	GLP1R	chr6_39092661	stable	76775
chr6	MIR4282	chr6_73729561	stable	54608
chr6	RAB44	chr6_36875400	stable	188203
chr6	U6.455	KLC4	stable	372233
chr6	RPL7L1	chr6_42987343	stable	146204
chr6	MLN	chr6_34094283	stable	330327
chr6	CMAHP	chr6_25251582	stable	36772
chr6	ARG1	MED23	stable	58456
chr6	TAF11	SCUBE3	stable	324264
chr6	HIST1H4H	HIST1H3J	stable	1573060
chr6	MAP3K7	chr6_91348179	stable	53798
chr6	snoU13.451	chr6_158085634	stable	374406
chr6	LTV1	chr6_144376385	stable	217219
chr6	U1.51	chr6_11612348	stable	112125
chr6	MDFI	chr6_41661266	stable	59724
chr6	MIR5685	chr6_53348710	stable	207495
chr6	KLC4	YIPF3	stable	480143
chr6	SRPK1	chr6_35961848	stable	72765
chr6	ZFAND3	chr6_38459679	stable	692545
chr6	PSMG4	chr6_3311727	stable	84713
chr6	TULP4	chr6_158851238	stable	118688
chr6	IYD	chr6_150746747	stable	61078
chr6	AARS2	chr6_44397521	stable	118071
chr6	CDKAL1	chr6_20567183	stable	32676
chr6	SCAF8	chr6_155109734	stable	57382
chr6	LYRM2	MDN1	stable	183509
chr6	STX11	chr6_144649510	stable	183911
chr6	MIR3918	chr6_159289422	stable	104327
chr6	TREML2	chr6_41179645	stable	23740
chr6	MIR2113	chr6_98677172	stable	212840
chr6	CNR1	chr6_89006170	stable	131664
chr6	snoU13.433	chr6_7260233	stable	221784
chr6	U6.390	chr6_27721264	stable	169684
chr6	GSTA3	chr6_52881546	stable	110933
chr6	CCDC167	chr6_37513412	stable	46304
chr6	TRERF1	UBR2	stable	111888
chr6	GCLC	chr6_53567194	stable	85453
chr6	PM20D2	chr6_89910385	stable	55552
chr6	SNORA8.4	chr6_38839656	stable	59542
chr6	POM121L2	chr6_27661858	stable	391175
chr6	GMNN	chr6_24894048	stable	119962
chr6	snoU13.166	chr6_88478195	stable	48302
chr6	FRS3	chr6_42056860	stable	304075
chr6	AIRN	chr6_160472057	stable	45924
chr6	FRMD1	chr6_168571368	stable	101005
chr6	HIST1H3G	chr6_26505998	stable	234956
chr6	LAMA4	RFPL4B	stable	93759
chr6	HIST1H1C	HIST1H3H	stable	1725755
chr6	NUS1	chr6_118049725	stable	56389
chr6	SRSF12	chr6_89964043	stable	145716
chr6	PNRC1	chr6_90082245	stable	293122
chr6	CNR1	chr6_89166532	stable	292026
chr6	DACT2	chr6_168790960	stable	75805
chr6	UBE3D	chr6_83820418	stable	45202
chr6	STX7	chr6_132988821	stable	157860
chr6	FANCE	TULP1	stable	67158
chr6	SLC22A7	chr6_43316836	stable	69086
chr6	GLP1R	chr6_39148823	stable	132937
chr6	SUPT3H	chr6_45496723	stable	157758
chr6	PHACTR1	chr6_12813274	stable	95988
chr6	FAM135A	chr6_71377794	stable	255553
chr6	BCKDHB	chr6_80899856	stable	83951
chr6	snoU13.166	chr6_88501028	stable	71135
chr6	KIF6	chr6_39720073	stable	38077
chr6	SLC35F1	chr6_118302228	stable	76531
chr6	BPHL	chr6_3223030	stable	111594
chr6	SLC22A23	chr6_3499257	stable	62515
chr6	FAM50B	chr6_3975244	stable	127540
chr6	Z97352.1	chr6_130107308	stable	40844
chr6	HIST1H2BE	chr6_27107453	stable	943877
chr6	MEA1	chr6_43156746	stable	182346
chr6	SNORA67.4	chr6_12035183	stable	325532
chr6	ZSCAN16	chr6_28211902	stable	119576
chr6	MYB-AS1	chr6_135659832	stable	146261
chr6	MYB-AS1	chr6_135755744	stable	242173
chr6	U8.20	chr6_155432185	stable	217483
chr6	NRSN1	chr6_24157990	stable	31818
chr6	MIR3918	chr6_159361663	stable	176568
chr6	U6.247	chr6_15407683	stable	95403
chr6	SMPDL3A	chr6_123183480	stable	74519
chr6	SCAF8	chr6_155150596	stable	98244
chr6	REV3L	chr6_111877373	stable	75115
chr6	HECA	chr6_139614612	stable	161548
chr6	GINM1	chr6_150052320	stable	166909
chr6	NCOA7	chr6_126161368	stable	61236
chr6	PHACTR1	chr6_12793530	stable	76244
chr6	PM20D2	chr6_90029134	stable	174301
chr6	SRSF12	chr6_89960102	stable	141775
chr6	KIF6	chr6_39752776	stable	70780
chr6	T	chr6_166657353	stable	76668
chr6	COL21A1	chr6_56278551	stable	28375
chr6	RCAN2	chr6_46517130	stable	60648
chr6	ZNF76	chr6_35512438	stable	294159
chr6	HIST1H2BE	chr6_27776274	stable	1612698
chr6	U6.264	chr6_15379608	stable	54998
chr6	GOPC	chr6_118000177	stable	76857
chr6	MTHFD1L	chr6_151298153	stable	115230
chr6	SCGN	HIST1H2AA	stable	75994
chr6	snoU13.312	chr6_151762671	stable	109121
chr6	MCM3	chr6_52499238	stable	349573
chr6	SLC16A10	chr6_111548602	stable	150637
chr6	SLC22A1	chr6_160550565	stable	8808
chr6	ANKRD6	chr6_90277103	stable	135004
chr6	DUSP22	chr6_543102	stable	252656
chr6	PGK2	chr6_49796163	stable	43812
chr6	EPB41L2	chr6_131839655	stable	456865
chr6	MIR3918	chr6_159262569	stable	77474
chr6	WRNIP1	chr6_3027275	stable	270090
chr6	SLC29A1	SPATS1	stable	127440
chr6	MEA1	ZNF318	stable	359042
chr6	STX7	chr6_133039653	stable	208692
chr6	HTR1B	chr6_78231932	stable	61366
chr6	TFAP2D	chr6_50716840	stable	35646
chr6	BLOC1S5-TXNDC5	chr6_8155052	stable	97343
chr6	HIST1H2BK	chr6_27466340	stable	352893
chr6	HIST1H2AA	SLC17A1	stable	104954
chr6	TRMT11	chr6_126378773	stable	74207
chr6	HIST1H4C	HIST1H3E	stable	125695
chr6	CGA	chr6_87999189	stable	201944
chr6	HIST1H4H	chr6_26452842	stable	167782
chr6	MIR587	chr6_107251777	stable	21130
chr6	TMEM14A	chr6_52945655	stable	411606
chr6	SNORA20	chr6_160238940	stable	43645
chr6	KLC4	chr6_43165522	stable	162358
chr6	OSTM1	chr6_108723119	stable	239480
chr6	PNRC1	chr6_89848789	stable	59666
chr6	U6.148	chr6_111269000	stable	229339
chr6	E2F3	chr6_20541837	stable	140909
chr6	MRPS18A	chr6_43745038	stable	90307
chr6	RNF182	chr6_14077891	stable	153283
chr6	MAP3K4	chr6_161549702	stable	143248
chr6	MAP3K4	chr6_161552234	stable	145780
chr6	SLC22A7	chr6_43330347	stable	82597
chr6	TMEM63B	MIR4647	stable	135240
chr6	HIST1H4H	BTN2A1	stable	170851
